Tweet_ID,Formatted_Text,Manual_Sentiment,Polarity,Subjectivity
9.78E+17,"Pathetic service from @Paytm  and @Airtel_Presence payments bank, Transaction not reflected  since 14 march, both b… https://t.co/F8K9fsVcV9",Negative,-1,1
9.78E+17,"68,500 babies are born in India every day. 1,600 babies die the day they are born. Ensuring quality, affordable hea… https://t.co/ceRS1A5cGG",Negative,0,0
9.78E+17,@DelhiMetro_Rail #DMRC card recharge websites/servers down ? Not able to recharge even through 3rd party like @Paytm .,Neutral,-0.135,0.304
9.78E+17,I have recharged wrong no. by mistake  for airtel no.@airtel_care @airtelindia  Operator reference no. 234306740 Pl… https://t.co/NCRRl6VyNO,Neutral,-0.5,0.9
9.78E+17,If i send  money  from Paytm wallet to paytm saving account  then why extra charged have to take...?? If takes char… https://t.co/ISjyAzlJN9,Positive,0,0.1
9.78E+17,"@amznind security alert, immediate attention required!! My amex card saved with https://t.co/N7I7qLeKpW is compromi… https://t.co/POx5fJoAMT",Negative,0,0
9.78E+17,#paytmkaro: Very upset to use paytm services. Booked bus tkt 4m Paytm 4 Delhi. @ boarding got 2 knw that My name in… https://t.co/qZDbhOuBax,Positive,0.2,0.3
9.78E+17,Does KYC center charges some commission for doing verification??@Paytmcare,Positive,-0.1,0.1
9.78E+17,Good morning Retwwt Guyss ??? https://t.co/lRBmihWG3q,Negative,0.7,0.6
9.78E+17,This is seriously ridiculous @Paytmcare @Paytm,Negative,-0.33,1
9.78E+17,Shoping with Paytm late delivery damage product @Paytm https://t.co/MW6QJ7HaDt,Negative,-0.3,0.6
9.78E+17,@vijayshekhar the plight of being a paytm customer and trusting your company for a need that is so grave in nature.… https://t.co/AYPLzKFMhy,Negative,0,0
9.78E+17,Item not delivered on time. No proper response.  Very poor service. Order no. 4822406400 @Paytmcare,Positive,-0.26,0.44
9.78E+17,#Digital India is so fast it needs 24 hrs+ to respond to a query.. Welldone @Paytm https://t.co/GLOmr9Vuan,Negative,0.1,0.3
9.78E+17,worst customer support ever @Paytmcare @Paytm @vijayshekhar,Negative,-1,1
9.78E+17,Where is my money @Paytm ? Bank statement shows no such transaction. https://t.co/SNkSaBElQK,Negative,0,0.5
9.78E+17,The only bank of India which has no online facility of complaint is @centralbank_in .  Rs. 1200 deducted from my ac… https://t.co/3TrvcVheoD,Negative,-0.15,0.6
9.78E+17,Frustrated from ur cc service...my account is blocked and u r not able to resolve it since 10 days @Paytmcare @Paytm https://t.co/2p6XhwyiuX,Negative,-0.475,0.4125
9.78E+17,@Razorpay pathetic service and worst customer care @RBI @ICICIBank @TheOfficialSBI @HDFCBank_Cares @AxisBank… https://t.co/dHk8iwEZf8,Negative,-1,1
9.78E+17,"@ChouhanShivraj PAYTM  is cheating to the public ,kindly ban to paytm on line shopping",Neutral,0.3,0.483
9.77E+17,Hey paytm i need to talk with ur customer care executive I have tried contacting your customer care executive on ur… https://t.co/R4sCYgJDcY,,0,0
9.77E+17,#Paytm @Paytm  @Paytmcare   It's truly unfortunate how you took a simple & efficient app and complicated the shit o… https://t.co/5ZWUZ6Fw9a,Negative,-0.3,0.789
9.77E+17,U r such a useless team of moron who don't understand anything. What made u make aadhar card as compulsory document… https://t.co/gthOI1ikBs,Negative,-0.433,0.566
9.77E+17,"@littleapp_in Tried purchasing water world, bangalore,  3 tickets worth Rs 2025 order was not placed but amount got… https://t.co/C7rTFUVrtf",Negative,0.3,0.1
9.77E+17,"#Paytm  @Paytm @Paytmcare  What kind of service are you guys providing?  Here, I'm stucked in to a different city a… https://t.co/0nuystqTpV",Positive,0.3,0.75
9.77E+17,Please help @Paytmcare https://t.co/FLOQSZQwXl,Neutral,0,0
9.77E+17,Paytm Agents are charging 20 to 30 Rs per phone number for KYC process.  No dedicated helpline for KYC process. @Paytmcare,Neutral,,
9.78E+17,#AskPaytm Paytm KYC point asking for money to do KYC can you confirm if we need to pay for it,Neutral,,
9.77E+17,Regarding query with Paytm Care (Reference No.: 57295269) Plz check my Query..@Paytm @Paytmcare @vijayshekhar,Negative,,
9.77E+17,. @Paytmcare showing error in every transaction since morning .. why?,Negative,,
9.77E+17,@CafeCoffeeDay Highly disgusted and disappointed to see such frauds from ccd and @Paytmcare that an assured cashbac… https://t.co/2TdRG7JFvd,Negative,,
9.77E+17,It is easier to score booze in Gujarat or drugs in Saudi Arabia than getting a @Paytm @Paytmcare executive to call… https://t.co/tOmyfabNAS,,,
9.77E+17,As per your detail my both paytm bank transaction from paytm wallet to bank account were concerning to SBI / other… https://t.co/PWMjYs36aU,Negative,,
9.77E+17,"Need to improve customer service, there are many cases of no money refund,etc. #improve #CustomerService @vijayshekhar @Paytm @Paytmcare",Negative,,
9.77E+17,"No response from customer support emails, no response from help & support numbers just made to wait on call.@Paytm @Paytmcare @vijayshekhar",,,
9.77E+17,Team awaiting my complaint resolution reference no 57494931 regarding wrong am out dedicated on fast tag and delay… https://t.co/xaEFe6xZ7m,Negative,,
9.78E+17,Paytm cheating #paytm # https://t.co/4kX1CON1UV,Negative,,
9.78E+17,@vijayshekhar Sir no one is responding on any of ur call center no. 167/- rs deducted from my paytm volet on 23.3.1… https://t.co/uLdIctzpG5,Negative,,
9.77E+17,This is not done @Paytm @Paytmcare ..have ahav been waiting for the personnel to verify by kyc and now not able to… https://t.co/CeGodjQIVw,Negative,,
9.77E+17,Still not got any reply from urs end. @Paytmcare https://t.co/VPOpuHvOax,Positive,,
9.77E+17,Mobile number: 9911939066 Email: sirajjafri21@gmail.com  Please resolve it soon https://t.co/peyF49VQnl,Neutral,,
9.77E+17,"Hi @vijayshekhar, don't understand why @Paytm agents insist on only Aadhaar for KYC when other IDs are available to… https://t.co/1zP46U2u3P",,,
9.78E+17,Allow me to send ?? to my bank account from wallet @Paytm. #Aadhaar  I don't want Aadhaar linking. ??,Negative,,
9.78E+17,#Paytm is dull-witted company with zero customer satisfaction https://t.co/H1NkEVq75K,,,
9.77E+17,Chk DM n resolve issue @Paytmcare,Negative,,
9.78E+17,#Paytm is not allowing KYC. Has blocked my money. No nos work. Only machines.Thie Mumbai rep is a fraud. Customer harrassment. NO to Paytm,Positive,,
9.78E+17,Train ticket booking on phone is so easy using @Paytm app. Thanks for the speedy and functional interface. The save… https://t.co/x0Gtc7Zwvv,Negative,,
9.78E+17,"WhatsApp’s new QR code payment feature might spell trouble for Paytm, FreeCharge https://t.co/TRAD0EsZ2l #dnaTech https://t.co/AufaXojPoo",negative,,
9.77E+17,@CafeCoffeeDay @Paytmcare paytm not working at your Malad west S. V. Road,negative,,
9.78E+17,It's time uninstall all the UPI based app @TezbyGoogle @PhonePe_  @NPCI_BHIM @Paytm #UPIless #NocashlessIndia… https://t.co/QyB6zrqgDf,Neutral,,
9.77E+17,Hope @BlueDartTweets will respond much faster than @Paytm @Paytmcare ........ https://t.co/Uut9kQX5pR,Negative,,
9.77E+17,"Bank transfer issue Txid: 18232244394 money deducted from wallet yesterday, hvn't recieved in my bank account yet.… https://t.co/e2ioiHoA41",Negative,,
9.77E+17,I never applied this Promo on My first KYC Verified account. Please check why offer is unavailable. @Paytmcare… https://t.co/YvCHNKbbYv,Negative,,
9.77E+17,Waiting for my KYC done for @Paytm @Paytmcare from last 2 weeks. No represntative contact or come to location given. https://t.co/bSV89FtUoT,Positive,,
9.78E+17,". @reliancejio @airtelindia @Flipkart @Paytm @oyorooms were identified as the most innovative brands in India, in t… https://t.co/Kfd6w9ZF5p",Neutral,,
9.77E+17,1 of 3 @Paytm @Paytmcare @vijayshekhar   I have been in constant touch with your representatives over the Payout is… https://t.co/jz4gyHGjDQ,Neutral,,
9.77E+17,Where is the Kyc senter in Ahmednagar https://t.co/JqxatKgtMc,Neutral,,
9.77E+17,"March 31 no longer deadline to link Aadhaar with bank, mobile, rules SC,then why @Paytmcare still asking for adhar… https://t.co/y7SdCIcuC2",Negative,,
9.77E+17,People who want to use Paytm or using my humble request is just once pickup the phone and try to call customer care… https://t.co/1EDq38ymVi,Negative,,
9.77E+17,I transferred money to bank via Paytm wallet bt not receive in my bank account #paytmmatkro @Paytm @Paytmcare https://t.co/IPGX7zBmpz,Negative,,
9.77E+17,Paytm work is foolish #paytmmatkro Last 2 day is wrost days of my life @Paytm @Paytmcare,Negative,,
9.77E+17,It has been more than a week and @Paytm @Paytmcare is not responding to a query. it is really ridiculous & no care attitude for customers.,Negative,,
9.77E+17,Done with the kyc still unable to transact @Paytmcare https://t.co/Kt6zAQ9mYG,Negative,,
9.77E+17,@narendramodi @Paytmcare @rsprasad sir please take action against the fraud which is happening in @Paytm in the EKY… https://t.co/tVORWbdZg2,Neutral,,
9.77E+17,OTP KYC not functioning? @Paytmcare,Negative,,
9.77E+17,So keen to help that you reply after FOUR days (while my KYC is still “being processed”).  No thanks. Uninstalling… https://t.co/TiJZ3DjHnU,Negative,,
9.77E+17,I had done KYC on 12th march But still it not working I also complaint many time but yr customer care team didn't r… https://t.co/maiP7mSR7b,Neutral,,
9.77E+17,Already replied with contact details.. https://t.co/xsvt9iire7,Positive,,
9.78E+17,Australia Women Won by 36 Run(s)  @paytm #IndvAus #T20I Scorecard:https://t.co/QauXWv35dH,Positive,,
9.78E+17,End Of Over 20 - India Women 150/5 A A Patil 38(26) Pooja Vastrakar 19(14) @paytm #IndvAus #T20I,Neutral,,
9.78E+17,Any update about my KYC process sir...@vijayshekhar @Paytm,Negative,,
9.77E+17,@AxisBankSupport Not able to add money to @Paytm via Axis Bank. This issue has been thr since last one month. Pleas… https://t.co/FmHVlPKJVM,Positive,,
9.78E+17,"WICKET! Over: 13.5 Harmanpreet Kaur 33(30) ct Delissa Kimmince b Ashleigh Gardner, India Women 97/5 @paytm #IndvAus #T20I",Negative,,
9.77E+17,Don't receive this item  @Paytmcare @Paytm https://t.co/Y7yvJ3WgNX,Negative,,
9.77E+17,What kind of service from @Paytmcare ??.... Without even seeing or reply to my QUERY REF NO.57002575 it went to the… https://t.co/QKwNMBuEXy,Neutral,,
9.77E+17,"Sir, I have already done E-KYC but still showing pending, mobile no. 9430749090 email id pkguptabsnl2007@gmail.com… https://t.co/rNwCF04Pd5",Negative,,
9.77E+17,Very pathetic service by @Paytm  I paid the electricity bill using Paytm last month 1007 rupees and then receipt ca… https://t.co/zdx3jKU27M,Negative,,
9.77E+17,Why does @Paytm @Paytmcare do not want me to book a flight for April 1 ??   Using #paytm #iPhoneX #MobileApp… https://t.co/EAmtgyR0Sg,Positive,,
9.77E+17,Thank u @Paytmcare awesome service .,Positive,,
9.78E+17,"WICKET! Over: 1.5  S S Mandhana 3(4) b Megan Schutt, India Women 15/1 @paytm #IndvAus #T20I",Neutral,,
9.78E+17,"When U register your bank account to Paytm, u select your bank and before next click all your data, number, account… https://t.co/kmEBNZkRri",Positive,,
9.78E+17,INNINGS BREAK: India restrict Australia to 186/5 in the @paytm #T20I at CCI. Need 187 runs to win #INDvAUS https://t.co/bT469zJkeR,Positive,,
9.78E+17,End Of Over 20 - Australia Women 186/5 Rachael Haynes 10(4) Meg Lanning 11(10) @paytm #IndvAus #T20I,Neutral,,
9.77E+17,How long does it take to respond?? @Paytmcare,Negative,,
9.77E+17,huh paytm bullshit..  i recharge in vodafone using 2 times every time my money debited from bank but i don't get re… https://t.co/ZaKS3Ao2aM,Positive,,
9.78E+17,"Beth Mooney  FOUR! Australia Women 173/3 (18.2) (24x4, 0x6) @paytm #IndvAus #T20I",Positive,,
9.78E+17,"WICKET! Over: 15.3 Elyse Villani 61(42) ct Jemimah R b Poonam Yadav, Australia Women 143/3 @paytm #IndvAus #T20I",Negative,,
9.77E+17,6 straight working days still paytm didn't settle the transaction. And paytm has got worst customer care portal… https://t.co/jTdLXx0D1R,Neutral,,
9.77E+17,"I am telling my problem through the photo given below, read and get solution   My registered mobile no.  7860241291… https://t.co/tl0Oce2Nyb",Negative,,
9.77E+17,Facing Extremely bad service of Paytm!! They Use Tag Line “Seal Of Trust” But trust me it is the most untrustworthy… https://t.co/vDixTvg6um,Positive,,
9.78E+17,End Of Over 15 - Australia Women 141/2 Beth Mooney 51(33) Elyse Villani 59(39) @paytm #IndvAus #T20I,Negative,,
9.77E+17,"Unable to get through KYC updation process, pls help @Paytmcare",Negative,,
9.77E+17,Why should I pay extra charges to transfer money to my bank after my KYC done??? Very upset with ur service..… https://t.co/1Vi72g0nEw,Positive,,
9.78E+17,"Beth Mooney  FOUR! Australia Women 111/2 (12.5) (16x4, 0x6) @paytm #IndvAus #T20I",Negative,,
9.77E+17,Trying to connect paytm customer care and no response from paytm such a wrost service #WorstServiceEver @Paytmcare @Paytm,Negative,,
9.77E+17,Rs399 refund haven't yet refunded in my account . Please help  @Paytmcare https://t.co/GyT5CczxVw,Neutral,,
9.77E+17,. @paytm @Paytmcare phishing alert https://t.co/yXePsrrjRq,Positive,,
9.78E+17,Australia Women 101/2 in 11.3 Overs @paytm #IndvAus #T20I Scorecard:https://t.co/QauXWv35dH,Positive,,
9.78E+17,"Elyse Villani  FOUR! Australia Women 98/2 (11.2) (15x4, 0x6) @paytm #IndvAus #T20I",Positive,,
9.78E+17,End Of Over 10 - Australia Women 80/2 Elyse Villani 20(18) Beth Mooney 33(23) @paytm #IndvAus #T20I,Positive,,
9.77E+17,"Beware @Paytm phishing scammers are running rampant, just got this in my email @Paytmcare https://t.co/rqbDhXIxhE",Negative,,
9.77E+17,@delhivery @Paytmcare Delhivery has the rudest and the most unhelpful Customer Service amongst all courier companie… https://t.co/ag8r8X3coo,Negative,,
9.78E+17,@Hritvikgaur1 @ankitanytime @sanjay2167493 @SubhaashR @cjotweets @saketh_rascala @PMalhotra1974 @attab0yyy… https://t.co/tcKcDfZlVj,Neutral,,
9.77E+17,My aadhar not update kindly help me  @Paytmcare,Negative,,
9.77E+17,so @Paytm lets you deposit money in the wallet but you cant transact untill kyc is done ! you have my uid now and m… https://t.co/aDta21YdIC,Negative,,
9.78E+17,Ha ha it's almost a case of the kettle & pot @Paytm @vijayshekhar @SrivatsaKrishna https://t.co/qO9qG59VQ0,Neutral,,
9.78E+17,Important game for @BCCIWomen v @SouthernStars to stay in this @paytm triseries. On @StarSportsIndia right now. Won… https://t.co/m1SPh3rBof,Neutral,,
9.77E+17,@vijayshekhar Reference No.: 56642804 Experiencing worst service. Tried to contact @Paytmcare thrice and after send… https://t.co/iWo5e9JhMV,Negative,,
9.78E+17,Time to uninstall @Paytm ??,Negative,,
9.78E+17,India Women - Playing XI @paytm #IndvAus #T20I https://t.co/VSbyv7eWDG,Neutral,,
9.78E+17,India win the toss and elect to bowl in the @Paytm T20I against Australia.   Radha Yadav comes in for Veda Krishnam… https://t.co/sbBJYU3Iyz,Neutral,,
9.78E+17,please help @Paytm,Negative,,
9.77E+17,Can I not pay axis bank credit card bills?  @Paytm @Paytmcare,Negative,,
9.77E+17,Not able to send money from wallet to bank account. My kyc is also completed. What to do? @Paytmcare,Negative,,
9.78E+17,Why is @Paytm insisting on #Aadhar for full KYC when the honourable Supreme Court has indefinitely postponed this r… https://t.co/X5XxTHCydr,Negative,,
9.77E+17,Now m on the last stage but no body call or solve my prob from @Paytm @Paytmcare worst service today is 7th day… https://t.co/Xwgjr38Nj6,Negative,,
9.77E+17,@XpressBees_IN since last two days there is no update .... Kindly look into this and explain when it will be delive… https://t.co/eAibsfdMij,Negative,,
9.78E+17,@vijayshekhar  Dear vijayshekar sir  Your paytm care is not even replying through  mail also....  Please give the solution...,Negative,,
9.77E+17,Good working  paytm problem solve but not working get5 promo code so solve problems...  @Paytm  @Paytmcare,Negative,,
9.77E+17,Still waiting..this is unbelievable in today’s day and age. @vijayshekhar @Paytmcare @Paytm https://t.co/adg3DJIqoD,Negative,,
9.78E+17,Win Rs.1000 @Paytm cash ?? https://t.co/JICEkWIZNF,Postitive,,
9.77E+17,Regarding query with Paytm Care (Reference No.: 57295269) Plz check my Query..@Paytm @Paytmcare,Negative,,
9.77E+17,What the hell !! Why such notice? promocodes are meant to be used... frustrated !!!! @Paytmcare https://t.co/TXThAzQF49,Negative,,
9.76E+17,Cashback still not received Pls look in this matter & Pls fix it @Paytmcare https://t.co/wBs7SVYzjB,Negative,,
9.76E+17,"@vijayshekhar @Paytmcare  Hi Paytm, I wanted to close my Paytm wallet already raised complain but no one is doing a… https://t.co/cmjWbLCnx6",Negative,,
9.78E+17,@vijayshekhar After repeated failed attempts at KYC ..giving unspecified error”oops something went wrong” and being… https://t.co/tLWP7zNGlA,Negative,,
9.78E+17,When honourable supreme court has put a hold on KYC then why even now it is mandate to do kyc for payment wallets… https://t.co/mEzYnw5n9S,Negative,,
9.76E+17,Still waiting for call from ur side https://t.co/CsD5uUe85W,Negative,,
9.76E+17,Look at ur casual attitude of not responding to concern of customers via email & not bothering to call as well… https://t.co/wmQS9ve1Ly,Negative,,
9.76E+17,My 300? paytm voucher refunded back to tps for this problem i contected paytm & tps both No communication with tps… https://t.co/mJ30bmmK4h,Negative,,
9.78E+17,Distrust services provided by Paytm my No.9654107630/ email . my086322@gmail.com@Paytm,Negative,,
9.76E+17,I m not able to transfer money to my bank account..While i have got my KYC done.. Plz solve it as fast as u can… https://t.co/AAElGatB0w,Negative,,
9.76E+17,"My self Kapil Kumar, mobile number 9756253390, My Paytm account has been updated unknown Aadhaar number I don't kno… https://t.co/IGuEZ4IdMX",Negative,,
9.78E+17,WhatsApp Pay risks financial data of Indians: Paytm's @vijayshekhar is it any more safer with the Chinese who fund… https://t.co/oQ9xwx6GuY,Negative,,
9.76E+17,Recently got a phone call in the name of @Paytm from +8981927216 (Exact No.) Providing a DELL Laptop at just Rs. 20… https://t.co/QulqtnyMsQ,Neutral,,
9.76E+17,"Still this is not solved @Paytmcare @Paytmcare and another Problem also. very poor service, hope u will do it fast. https://t.co/VpZVJRfxij",Negative,,
9.76E+17,"Fed-up with Paytm , within in a day again 2nd Problem, Not able to send Money to other Paytm, KYC is done with both… https://t.co/L2F6OLQaH6",Negative,,
9.76E+17,Need help my Paytm account is reflecting zero balance instead of Rs 5000 @Paytm @Paytmcare @vijayshekhar,Negative,,
9.76E+17,Again same problem face on paytm app plz all user paytm fake app on side work this is not good  working and custome… https://t.co/o2sz0dHOWA,Negative,,
9.76E+17,Bad customer care @Paytm @Paytmcare . My existing wallet is registered with an @Aircel number. There is no network… https://t.co/EoUUmCvep9,Negative,,
9.78E+17,Till now no action and no confirmation on the refund from @paytm and @_PVRCinemas  #namesake #CustomerFirst https://t.co/yYwusDnCmD,Negative,,
9.76E+17,https://t.co/PlMZJgpv6v @Paytmcare @Paytm take action against this fake site of paytm,Negative,,
9.76E+17,"Want my feedback, @PayTMcare? Please dismantle KYC as per the Supreme Court hearing. SC says #Aadhaar is not (yet)… https://t.co/XVoQae5Mz2",Negative,,
9.78E+17,@vijayshekhar paytm now charging varying KYC charges from INR 50-100#flouting norms,Negative,,
9.76E+17,"In case of train cancel , when will money be refunded .@RailMinIndia .@PiyushGoyal .@Paytm .@Paytmcare",Neutral,,
9.76E+17,Just tell me how to use paytm services if someone is below 18? @Paytm @Paytmcare @vijayshekhar,Neutral,,
9.76E+17,What’s the procedure to apply for the physical card ? @Paytm @Paytmcare,Neutral,,
9.76E+17,Please say to us how to do much with my voter ID or PAN card bcoz your agent don't provide kyc with voter ID please… https://t.co/TjQbp6lecF,Negative,,
9.76E+17,Pay my Electricity bill of amount ?1390 but the transaction is failed on 4 Mar after 2 week I didn't receive my amo… https://t.co/3ILlovy9Ju,Negative,,
9.76E+17,is paytm upi cashback offer is expired@Paytmcare,Neutral,,
9.76E+17,Help me to pay my #TNEB bill payments @paytmcare .. i have lost the hope on you lazy people.. https://t.co/Gqeq7s2UxK,Negative,,
9.76E+17,Worst ever service in world  is paytm customer helpline number  @vijayshekhar #paytm #paytmcare,Negative,,
9.76E+17,7737947624 is blocked plz Unblock @Paytmcare,Negative,,
9.76E+17,Pathetic service from one of the largest payment bank of India @Paytm .Had posted a query for service around 20 day… https://t.co/EB9WFV4Agg,Negative,,
9.78E+17,1246627128 and 1500712103 order id.@Zomato  I have used coupon code ZPTM50 both these orders. Zomato and paytm cust… https://t.co/zLJhxuu9FJ,Negative,,
9.78E+17,Coincidence or fraud - @Uber_India all trips paid via @Paytm are showing up as cancelled with no receipt. Wonder if… https://t.co/tGZey0cgH7,Negative,,
9.76E+17,@vijayshekhar @Paytmcare @Service_change @rsprasad  Paytm ekyc issue pending since last two week  Vijay shekar busy… https://t.co/GP4XFUH7UD,Negative,,
9.76E+17,Customer care don't respond to mails....pathetic service...don't value customer...won't last long in this competitive market...@Paytmcare,Negative,,
9.76E+17,"Y this is on Hold , Kindly look into it , release the same into my Paytm balance @Paytm @Paytmcare https://t.co/kslRNwGijt",Negative,,
9.76E+17,Looks like name of @Paytm is being used for spams and frauds. @Paytmcare would you look into this.   https://t.co/GeKXso1jU1,Negative,,
9.78E+17,"The most lousy customer service and privacy processes have to be with e-wallets. After @MobiKwik, similar attitude… https://t.co/upc96avlvL",Negative,,
9.78E+17,"@vijayshekhar has made a wonderful app called Paytm, but the consumer service that goes along with it is so terribl… https://t.co/BKaOX3sHjJ",Negative,,
9.76E+17,@vijayshekhar UPI Cash back is not received. already complained in twitter but still now no response from ur side..… https://t.co/UKa2VcZ5gA,Negative,,
9.76E+17,Don’t fall for full KYC thing offered by @Paytm @Paytmcare here is the reality https://t.co/Jogvi1UcXG,Negative,,
9.76E+17,Plz help regarding to  my paytm wallet Rs. 5000/- was deducted from my bank account bt not added in paytm wallet. O… https://t.co/SLqdHliyZp,Negative,,
9.76E+17,The ridiculous @Paytm saga continues. A Paytm employee who was to check my driving license as a valid ID proof as p… https://t.co/iZdQTRuCao,Negative,,
9.76E+17,1)Booked a ticket for which cancelation is free up to 11:07 pm 6th march. 2)Tried canceling the ticket Following al… https://t.co/5XOomYdY3p,Negative,,
9.76E+17,Hello paytm team can u check this website genuine or spam. If website is spam pls block this. @Paytmcare @Paytm https://t.co/RjHMDJ3TYq,Neutral,,
9.76E+17,Fake @Paytm @Paytmcare https://t.co/PYHGihwGw1,Negative,,
9.78E+17,Why @Paytm wants to access ny contacts https://t.co/z01UsoojVG,Neutral,,
9.76E+17,Bad service in help and support in @Paytmcare,Negative,,
9.76E+17,Is whatsapp or paytm onvolved in the free paytm cash give away @Paytmcare  @WhatsApp ??,Neutral,,
9.76E+17,Whats the status about my query ref. No.  56632933 @Paytmcare regarding account block.,Negative,,
9.78E+17,So it seems Paytm to bank transfer is no longer an option #Paytm #paytm https://t.co/2Woufd7aoj,Negative,,
9.78E+17,Paytm transactions reportedly grew four-fold to $20 billion in February  https://t.co/SmyjZLa6UD #digitalpayments o… https://t.co/UYDPV5j4kH,Positive,,
9.78E+17,In ref 57076091 Either your Paytm have choose any beneficiary of Paytm or it is technical mistake. Because I don't… https://t.co/kOSqQEVLM2,Negative,,
9.76E+17,Morning time apply promo code on Idea recharge  get 5 but not apply.... Frud hu rha paytm ab not trust paytm @Paytm… https://t.co/pWmvoqloDB,Negative,,
9.76E+17,@vijayshekhar @Paytmcare Bad experience with Paytm. I'm still waiting for the resolution from last 12 days.,Negative,,
9.76E+17,Not received paytm cashback @1mgOfficial @Paytmcare  Order number   PO7718655366311,Negative,,
9.76E+17,"Why option of ""other documents"" is in App. Ur kyc agent not accept Voter id for KYC  @paytmbankcare @Paytmcare… https://t.co/4XmQjIWbh1",Negative,,
9.76E+17,Query number 57000158.. Let me see when I ll be contacted.  I can see many people around me are Losing believe in t… https://t.co/tmv9ZETDLB,,,
9.76E+17,Paytm customer service not responding for message from Paytm app regarding to cashback issue for transactions. My q… https://t.co/Rp4BtZfQmq,Negative,,
9.76E+17,Hello @vijayshekhar @Paytm @Paytmcare   This guy is sending links randomly and I think something is cookin’. You gu… https://t.co/00rAA8zSVd,Negative,,
9.78E+17,England Women Won by 7 Wicket(s)  @paytm #IndvEng #T20I Scorecard:https://t.co/aq3OLP3xB8,Neutral,,
9.76E+17,"When bank accounts themselves don't need @UIDAI verification, what this @Paytm naatak? ??????  #Paytm @Paytmcare",Negative,,
9.76E+17,"My name is sanjay gupta My phone no. is 9560042403 My email ID is engineer.sanjay9@gmail.com Today, i recharge a nu… https://t.co/4FsK4GpCpU",Negative,,
9.78E+17,"Natalie Sciver  FOUR! England Women 194/3 (17.5) (21x4, 6x6) @paytm #IndvEng #T20I",Neutral,,
9.78E+17,"Danielle Wyatt  FOUR! England Women 181/2 (16.3) (19x4, 6x6) @paytm #IndvEng #T20I",Neutral,,
9.76E+17,Till now no response almost 10 days completed..  Also delete my queries..   @vijayshekhar  @Paytmcare  @paytm https://t.co/e406ZFYDYU,Negative,,
9.78E+17,England Women 150/1 in 13.5 Overs @paytm #IndvEng #T20I Scorecard:https://t.co/aq3OLP3xB8,Neutral,,
9.78E+17,When #Aadhaar linking with bank accounts and phone numbers has still not become mandatory and #SC has put it on hol… https://t.co/lYHI8P6Ovf,Negative,,
9.78E+17,@irvpaswan sir there are thousands of complaints of poor customer service by online portals like @Paytm @PhonePe_… https://t.co/Ape3JcQdeA,Negative,,
9.78E+17,"Tamsin Beaumont  SIX! England Women 141/1 (12.4) (16x4, 5x6) @paytm #IndvEng #T20I",Neutral,,
9.76E+17,Boycott @Paytm @Paytmcare ! Wtf are your agents charging for KYC?,Negative,,
9.76E+17,Was charged RS 20 for kyc to open my payments bank account.  @Paytmcare seriously sloopy work.,Negative,,
9.78E+17,"Danielle Wyatt  FOUR! England Women 122/1 (10.6) (14x4, 4x6) @paytm #IndvEng #T20I",Neutral,,
9.78E+17,"Danielle Wyatt  FOUR! England Women 111/1 (10.1) (13x4, 4x6) @paytm #IndvEng #T20I",Neutral,,
9.78E+17,England Women 102/1 in 9.2 Overs @paytm #IndvEng #T20I Scorecard:https://t.co/aq3OLP3xB8,Neutral,,
9.76E+17,Customer executive are not responding yet @Paytmcare @Paytm .... Making mock of 24*7 availability ????????,Negative,,
9.76E+17,Care to reply to DM? @Paytm @Paytmcare,Negative,,
9.76E+17,Without kyc it's cannot possible to transfer money???? @Paytmcare,Neutral,,
9.78E+17,"End Of Over 5 - England Women 59/0, Need 140 Run(s) to Win, Danielle Wyatt 45(21) Bryony Smith 13(9) @paytm #IndvEng #T20I",Neutral,,
9.76E+17,Customer excutive are not respondig #disgusting @vijayshekhar @Paytm @Paytmcare,,,
9.78E+17,England Women 53/0 in 4.4 Overs @paytm #IndvEng #T20I Scorecard:https://t.co/aq3OLP3xB8,,,
9.78E+17,"Bryony Smith  SIX! England Women 34/0 (2.6) (4x4, 2x6) @paytm #IndvEng #T20I",,,
9.78E+17,"Paytm links itself to BHIM app. Offers cash back. Promotion for govt, easy passage of biometrics, deemed unwarrante… https://t.co/tXkB00NNNF",,,
9.76E+17,Need your help! @Paytmcare,,,
9.78E+17,Crowd enjoying the contest #INDvENG @Paytm #Triseries @BCCIWomen @englandcricket https://t.co/wiAq1As0fz,,,
9.78E+17,"Danielle Wyatt  SIX! England Women 21/0 (1.3) (3x4, 1x6) @paytm #IndvEng #T20I",,,
9.76E+17,Paid my Airtel postpaid bill via Paytm. The amount got deducted twice from my bank account. Haven't received any re… https://t.co/3buzyaasA0,,,
9.76E+17,How to upgrade wallet using driving license and what are the documents required for kyc using driving license @Paytm @Paytmcare,,,
9.76E+17,Thanks! Team @Paytmcare https://t.co/rxUPWiI7DI,,,
9.78E+17,Received a text message from #Hathway to pay the bill before 31st April to get a Cashback of 50 by using the code H… https://t.co/Ba2LahDgmd,,,
9.76E+17,"@RBI KYC is one passport photo, proof of ID and proof of address using the mandated OVDs (officially valid document… https://t.co/zuGnba5BvR",,,
9.76E+17,What is the fee of kyc verification???@Paytmcare,,,
9.78E+17,WATCH Highlights of @mandhana_smriti's blistering 76 off 40 that powered India to 198/4 in @paytm #T20I #INDvENG. T… https://t.co/5kg8DOr3tk,,,
